Vuosi,Kk,Pv,Klo,Aikavyöhyke,Lumensyvyys (cm)
1994,1,20,00:00,UTC,74
1994,1,21,00:00,UTC,75
1994,1,22,00:00,UTC,77
1994,1,23,00:00,UTC,77
1994,1,24,00:00,UTC,75
1994,1,25,00:00,UTC,75
1994,1,26,00:00,UTC,75
1994,1,27,00:00,UTC,76
1994,1,28,00:00,UTC,77
1994,1,29,00:00,UTC,76
1994,1,30,00:00,UTC,76
1994,1,31,00:00,UTC,76
1994,2,1,00:00,UTC,76
1994,2,2,00:00,UTC,77
1994,2,3,00:00,UTC,77
1994,2,4,00:00,UTC,77
1994,2,5,00:00,UTC,77
1994,2,6,00:00,UTC,76
1994,2,7,00:00,UTC,75
1994,2,8,00:00,UTC,75
1994,2,9,00:00,UTC,76
1994,2,10,00:00,UTC,78
1994,2,11,00:00,UTC,78
1994,2,12,00:00,UTC,78
1994,2,13,00:00,UTC,78
1994,2,14,00:00,UTC,77
1994,2,15,00:00,UTC,77
1994,2,16,00:00,UTC,77
1994,2,17,00:00,UTC,77
1994,2,18,00:00,UTC,77
1994,2,19,00:00,UTC,77
1994,2,20,00:00,UTC,76
1994,2,21,00:00,UTC,76
1994,2,22,00:00,UTC,76
1994,2,23,00:00,UTC,76
1994,2,24,00:00,UTC,76
1994,2,25,00:00,UTC,79
1994,2,26,00:00,UTC,77
1994,2,27,00:00,UTC,77
1994,2,28,00:00,UTC,76
1994,3,1,00:00,UTC,76
